,nome_municipio_destino,lon_destino,lat_destino,origem,destino,total_casamentos,ano,lon_origem,lat_origem
88,Itajobi,-49.053730144739845,-21.355539924679725,3550308,3521903,1,2019,-46.64801282472266,-23.649919671153047
89,Itanhaém,-46.83450894278052,-24.092273913254438,3550308,3522109,7,2019,-46.64801282472266,-23.649919671153047
90,Itaoca,-48.83901183893069,-24.61788378450136,3550308,3522158,1,2019,-46.64801282472266,-23.649919671153047
91,Itapecerica da Serra,-46.8588317970347,-23.737202164787504,3550308,3522208,65,2019,-46.64801282472266,-23.649919671153047
92,Itapetininga,-48.1232753187511,-23.6454678781323,3550308,3522307,2,2019,-46.64801282472266,-23.649919671153047
93,Itapeva,-48.87174254103032,-23.913927286401904,3550308,3522406,2,2019,-46.64801282472266,-23.649919671153047
94,Itapevi,-46.96766672177536,-23.5509468526766,3550308,3522505,10,2019,-46.64801282472266,-23.649919671153047
95,Itapira,-46.77209229557334,-22.43194156769617,3550308,3522604,1,2019,-46.64801282472266,-23.649919671153047
96,Itaquaquecetuba,-46.33387948432194,-23.46146331282999,3550308,3523107,144,2019,-46.64801282472266,-23.649919671153047
97,Itararé,-49.30364955726617,-24.0804276667201,3550308,3523206,2,2019,-46.64801282472266,-23.649919671153047
98,Itariri,-47.12813059436685,-24.29268111655951,3550308,3523305,1,2019,-46.64801282472266,-23.649919671153047
99,Itatiba,-46.81430425681162,-23.006702173067453,3550308,3523404,3,2019,-46.64801282472266,-23.649919671153047
100,Itu,-47.28463985699062,-23.30713102042866,3550308,3523909,8,2019,-46.64801282472266,-23.649919671153047
101,Itupeva,-47.06838454449151,-23.146488435623322,3550308,3524006,2,2019,-46.64801282472266,-23.649919671153047
102,Jacareí,-45.99053343777902,-23.29887503807916,3550308,3524402,16,2019,-46.64801282472266,-23.649919671153047
103,Jaguariúna,-47.01277985551017,-22.69197969951676,3550308,3524709,2,2019,-46.64801282472266,-23.649919671153047
104,Jales,-50.554101045894406,-20.285791944663213,3550308,3524808,1,2019,-46.64801282472266,-23.649919671153047
105,Jandira,-46.89970648410938,-23.544141946950987,3550308,3525003,9,2019,-46.64801282472266,-23.649919671153047
106,Jardinópolis,-47.826068342446156,-20.99205134462613,3550308,3525102,2,2019,-46.64801282472266,-23.649919671153047
107,Jarinu,-46.72130805852615,-23.111962424426956,3550308,3525201,1,2019,-46.64801282472266,-23.649919671153047
108,Jaú,-48.556002510589295,-22.29605566339249,3550308,3525300,2,2019,-46.64801282472266,-23.649919671153047
109,José Bonifácio,-49.779294634374,-21.0893764977617,3550308,3525706,1,2019,-46.64801282472266,-23.649919671153047
110,Jundiaí,-46.91300651671142,-23.194589028833196,3550308,3525904,18,2019,-46.64801282472266,-23.649919671153047
111,Junqueirópolis,-51.435022552643915,-21.448802878557636,3550308,3526001,1,2019,-46.64801282472266,-23.649919671153047
112,Juquiá,-47.65223448516674,-24.21362093966143,3550308,3526100,1,2019,-46.64801282472266,-23.649919671153047
113,Juquitiba,-47.02464788127104,-23.95519900163791,3550308,3526209,1,2019,-46.64801282472266,-23.649919671153047
114,Laranjal Paulista,-47.865679241783646,-23.01215087862442,3550308,3526407,1,2019,-46.64801282472266,-23.649919671153047
115,Lavínia,-51.03251976095301,-21.150773201912706,3550308,3526506,3,2019,-46.64801282472266,-23.649919671153047
116,Leme,-47.33760421695988,-22.17216272673112,3550308,3526704,4,2019,-46.64801282472266,-23.649919671153047
117,Lençóis Paulista,-48.825023944268715,-22.67607338095573,3550308,3526803,3,2019,-46.64801282472266,-23.649919671153047
118,Limeira,-47.3636921449579,-22.598501577790163,3550308,3526902,10,2019,-46.64801282472266,-23.649919671153047
119,Lorena,-45.060045365475126,-22.79394772794464,3550308,3527207,1,2019,-46.64801282472266,-23.649919671153047
120,Louveira,-46.93762722146394,-23.08404142674835,3550308,3527306,2,2019,-46.64801282472266,-23.649919671153047
121,Lucélia,-50.99160137386296,-21.644091461865514,3550308,3527405,1,2019,-46.64801282472266,-23.649919671153047
122,Macatuba,-48.71938422108276,-22.48712244462937,3550308,3528007,2,2019,-46.64801282472266,-23.649919671153047
123,Mairinque,-47.22928945504809,-23.507939145234847,3550308,3528403,4,2019,-46.64801282472266,-23.649919671153047
124,Mairiporã,-46.56126590182175,-23.317269089058623,3550308,3528502,19,2019,-46.64801282472266,-23.649919671153047
125,Manduri,-49.30365145575195,-23.046990154316322,3550308,3528601,1,2019,-46.64801282472266,-23.649919671153047
126,Maracaí,-50.7454080179541,-22.652314833175193,3550308,3528809,1,2019,-46.64801282472266,-23.649919671153047
127,Marília,-49.98303233208706,-22.17767597423205,3550308,3529005,1,2019,-46.64801282472266,-23.649919671153047
128,Martinópolis,-51.123327059149894,-22.172162864814805,3550308,3529203,4,2019,-46.64801282472266,-23.649919671153047
129,Matão,-48.43015251082756,-21.6101213756278,3550308,3529302,2,2019,-46.64801282472266,-23.649919671153047
130,Mauá,-46.446391534335675,-23.66616212883741,3550308,3529401,102,2019,-46.64801282472266,-23.649919671153047
131,Mirandópolis,-51.13040319825559,-21.081029807852474,3550308,3530102,12,2019,-46.64801282472266,-23.649919671153047
132,Mirante do Paranapanema,-51.99795236039446,-22.349258519029554,3550308,3530201,1,2019,-46.64801282472266,-23.649919671153047
133,Mococa,-47.032998166042674,-21.449469000864838,3550308,3530508,3,2019,-46.64801282472266,-23.649919671153047
134,Mogi das Cruzes,-46.18606238653124,-23.569509580911497,3550308,3530607,49,2019,-46.64801282472266,-23.649919671153047
135,Mogi Guaçu,-47.029031813373386,-22.23208372341347,3550308,3530706,3,2019,-46.64801282472266,-23.649919671153047
136,Mogi Mirim,-46.988405720300605,-22.451331778884636,3550308,3530805,2,2019,-46.64801282472266,-23.649919671153047
137,Mongaguá,-46.66806170203251,-24.07016122575776,3550308,3531100,5,2019,-46.64801282472266,-23.649919671153047
138,Monteiro Lobato,-45.80427369851275,-22.93655763461474,3550308,3531704,1,2019,-46.64801282472266,-23.649919671153047
139,Nova Granada,-49.33110999155803,-20.475982853114548,3550308,3533007,1,2019,-46.64801282472266,-23.649919671153047
140,Nova Odessa,-47.285152679568455,-22.784113914179258,3550308,3533403,1,2019,-46.64801282472266,-23.649919671153047
141,Ocauçu,-49.93793430728748,-22.438077367224487,3550308,3533700,1,2019,-46.64801282472266,-23.649919671153047
142,Osasco,-46.78926510334066,-23.52874284154623,3550308,3534401,174,2019,-46.64801282472266,-23.649919671153047
143,Osvaldo Cruz,-50.87385539093162,-21.732708477098985,3550308,3534609,1,2019,-46.64801282472266,-23.649919671153047
144,Ourinhos,-49.85242777457503,-22.952675873586458,3550308,3534708,2,2019,-46.64801282472266,-23.649919671153047
145,Pacaembu,-51.27419534917426,-21.4955071629082,3550308,3534906,2,2019,-46.64801282472266,-23.649919671153047
146,Panorama,-51.85806226252006,-21.463295722251004,3550308,3535408,1,2019,-46.64801282472266,-23.649919671153047
147,Paulínia,-47.14506898816476,-22.748364016180314,3550308,3536505,3,2019,-46.64801282472266,-23.649919671153047
148,Pederneiras,-48.86111293433915,-22.301388264621846,3550308,3536703,1,2019,-46.64801282472266,-23.649919671153047
149,Penápolis,-50.095671001918475,-21.40535520904719,3550308,3537305,1,2019,-46.64801282472266,-23.649919671153047
150,Pereira Barreto,-51.10661210188189,-20.677661583469078,3550308,3537404,2,2019,-46.64801282472266,-23.649919671153047
151,Peruíbe,-47.012975331132935,-24.279281712197154,3550308,3537602,4,2019,-46.64801282472266,-23.649919671153047
152,Pilar do Sul,-47.72812769077385,-23.856356887139007,3550308,3537909,1,2019,-46.64801282472266,-23.649919671153047
153,Pindamonhangaba,-45.459287276804254,-22.879987917011256,3550308,3538006,5,2019,-46.64801282472266,-23.649919671153047
154,Piracaia,-46.30225394654861,-23.046884977304934,3550308,3538600,1,2019,-46.64801282472266,-23.649919671153047
155,Piracicaba,-47.78399522152702,-22.726502191189148,3550308,3538709,16,2019,-46.64801282472266,-23.649919671153047
156,Piraju,-49.3661158782755,-23.186912008451042,3550308,3538808,1,2019,-46.64801282472266,-23.649919671153047
157,Pirajuí,-49.413519222755326,-21.95760727284818,3550308,3538907,2,2019,-46.64801282472266,-23.649919671153047
158,Pirapozinho,-51.61962982352918,-22.479138226383608,3550308,3539202,1,2019,-46.64801282472266,-23.649919671153047
159,Poá,-46.34678311181186,-23.53047518529059,3550308,3539806,42,2019,-46.64801282472266,-23.649919671153047
160,Pompéia,-50.187694052096546,-22.029129344063733,3550308,3540002,1,2019,-46.64801282472266,-23.649919671153047
161,Pontal,-48.06442359444822,-20.98456640373162,3550308,3540200,1,2019,-46.64801282472266,-23.649919671153047
162,Porto Feliz,-47.51692427556794,-23.230301114958326,3550308,3540606,3,2019,-46.64801282472266,-23.649919671153047
163,Pracinha,-51.07519281326492,-21.837523785701848,3550308,3540853,1,2019,-46.64801282472266,-23.649919671153047
164,Pradópolis,-48.08606002526798,-21.344434340626393,3550308,3540903,3,2019,-46.64801282472266,-23.649919671153047
165,Praia Grande,-46.52271413911398,-24.01560235889938,3550308,3541000,22,2019,-46.64801282472266,-23.649919671153047
166,Presidente Bernardes,-51.62019938748173,-22.10721432487034,3550308,3541208,5,2019,-46.64801282472266,-23.649919671153047
167,Presidente Prudente,-51.343030570738776,-21.993063241193546,3550308,3541406,3,2019,-46.64801282472266,-23.649919671153047
168,Presidente Venceslau,-51.83827095933656,-21.79297171564389,3550308,3541505,10,2019,-46.64801282472266,-23.649919671153047
169,Queiroz,-50.24527583593159,-21.800550332068944,3550308,3541802,1,2019,-46.64801282472266,-23.649919671153047
170,Queluz,-44.78527611244102,-22.504265474031968,3550308,3541901,1,2019,-46.64801282472266,-23.649919671153047
171,Rafard,-47.583784927509114,-23.04516124203926,3550308,3542107,2,2019,-46.64801282472266,-23.649919671153047
172,Reginópolis,-49.18044238619998,-21.88307807213138,3550308,3542503,1,2019,-46.64801282472266,-23.649919671153047
173,Registro,-47.82073114177516,-24.50400170890415,3550308,3542602,1,2019,-46.64801282472266,-23.649919671153047
174,Ribeirão Pires,-46.40279425362041,-23.701076237271483,3550308,3543303,6,2019,-46.64801282472266,-23.649919671153047
175,Ribeirão Preto,-47.82128217320043,-21.210824899557203,3550308,3543402,4,2019,-46.64801282472266,-23.649919671153047
176,Rio Claro,-47.579880078391895,-22.37389451658479,3550308,3543907,8,2019,-46.64801282472266,-23.649919671153047
177,Rio das Pedras,-47.598382925466346,-22.850318758178307,3550308,3544004,1,2019,-46.64801282472266,-23.649919671153047
178,Rio Grande da Serra,-46.37945303882864,-23.737858846926013,3550308,3544103,5,2019,-46.64801282472266,-23.649919671153047
179,Riolândia,-49.70919859036227,-20.023501439727955,3550308,3544202,2,2019,-46.64801282472266,-23.649919671153047
180,Salto,-47.30260924072443,-23.180473107377306,3550308,3545209,2,2019,-46.64801282472266,-23.649919671153047
181,Salto de Pirapora,-47.58063731946571,-23.652764308346725,3550308,3545308,1,2019,-46.64801282472266,-23.649919671153047
182,Santa Adélia,-48.81902396597912,-21.31778076593503,3550308,3545605,1,2019,-46.64801282472266,-23.649919671153047
183,Santa Bárbara d'Oeste,-47.42807539061201,-22.80061878511495,3550308,3545803,3,2019,-46.64801282472266,-23.649919671153047
184,Santa Branca,-45.863290930734465,-23.426394341144878,3550308,3546009,1,2019,-46.64801282472266,-23.649919671153047
185,Santa Cruz do Rio Pardo,-49.56892730761945,-22.809271867553743,3550308,3546405,2,2019,-46.64801282472266,-23.649919671153047
186,Santa Gertrudes,-47.521335202791775,-22.475087128348903,3550308,3546702,1,2019,-46.64801282472266,-23.649919671153047
187,Santa Isabel,-46.2423682521971,-23.28893488358144,3550308,3546801,8,2019,-46.64801282472266,-23.649919671153047
188,Santana de Parnaíba,-46.91681478593212,-23.449446793983224,3550308,3547304,20,2019,-46.64801282472266,-23.649919671153047
189,Santo André,-46.44164217006808,-23.72795382422004,3550308,3547809,231,2019,-46.64801282472266,-23.649919671153047
190,Santo Antônio de Posse,-46.94991984251558,-22.603276823050773,3550308,3548005,2,2019,-46.64801282472266,-23.649919671153047
191,Santo Antônio do Jardim,-46.683493991560766,-22.130318302410156,3550308,3548104,1,2019,-46.64801282472266,-23.649919671153047
192,Santo Antônio do Pinhal,-45.69804800734353,-22.831771486651398,3550308,3548203,1,2019,-46.64801282472266,-23.649919671153047
193,Santo Expedito,-51.37022039810255,-21.824851043823706,3550308,3548302,1,2019,-46.64801282472266,-23.649919671153047
194,Santos,-46.2915133526949,-23.86901996578977,3550308,3548500,23,2019,-46.64801282472266,-23.649919671153047
195,São Bento do Sapucaí,-45.68679716446955,-22.681391542979576,3550308,3548609,4,2019,-46.64801282472266,-23.649919671153047
196,São Bernardo do Campo,-46.55079581063673,-23.81295994991047,3550308,3548708,308,2019,-46.64801282472266,-23.649919671153047
197,São Caetano do Sul,-46.566062574956604,-23.62613982566959,3550308,3548807,127,2019,-46.64801282472266,-23.649919671153047
198,São Carlos,-47.867149063747405,-21.918766545969394,3550308,3548906,3,2019,-46.64801282472266,-23.649919671153047
199,São José do Rio Pardo,-46.87950116011004,-21.603687035710543,3550308,3549706,1,2019,-46.64801282472266,-23.649919671153047
200,São José do Rio Preto,-49.358110075161186,-20.797213740334193,3550308,3549805,8,2019,-46.64801282472266,-23.649919671153047
201,São José dos Campos,-45.928597226084406,-23.090495626224854,3550308,3549904,5,2019,-46.64801282472266,-23.649919671153047
202,São Manuel,-48.540402817319624,-22.682244327865618,3550308,3550100,1,2019,-46.64801282472266,-23.649919671153047
203,São Pedro,-47.9246800272048,-22.55817511517119,3550308,3550407,1,2019,-46.64801282472266,-23.649919671153047
204,São Roque,-47.10956687814063,-23.548956816059164,3550308,3550605,2,2019,-46.64801282472266,-23.649919671153047
205,São Sebastião,-45.606802069455895,-23.75440857563968,3550308,3550704,1,2019,-46.64801282472266,-23.649919671153047
206,São Vicente,-46.48824718572379,-23.959250152139916,3550308,3551009,8,2019,-46.64801282472266,-23.649919671153047
207,Serrana,-47.61233813485504,-21.216916287573238,3550308,3551504,1,2019,-46.64801282472266,-23.649919671153047
208,Serra Negra,-46.687286740940586,-22.589111095783835,3550308,3551603,1,2019,-46.64801282472266,-23.649919671153047
209,Sorocaba,-47.446772602607965,-23.46454703274698,3550308,3552205,24,2019,-46.64801282472266,-23.649919671153047
210,Sumaré,-47.262996256409664,-22.84186576064796,3550308,3552403,15,2019,-46.64801282472266,-23.649919671153047
211,Suzano,-46.31044590338795,-23.60836340197222,3550308,3552502,93,2019,-46.64801282472266,-23.649919671153047
212,Taboão da Serra,-46.78636948096587,-23.620534346359868,3550308,3552809,110,2019,-46.64801282472266,-23.649919671153047
213,Tarumã,-50.60141547565379,-22.763474578778997,3550308,3553955,1,2019,-46.64801282472266,-23.649919671153047
214,Tatuí,-47.86951318970413,-23.362074115868936,3550308,3554003,4,2019,-46.64801282472266,-23.649919671153047
215,Taubaté,-45.50242698119035,-23.08711764446082,3550308,3554102,6,2019,-46.64801282472266,-23.649919671153047
216,Tremembé,-45.60424874773781,-22.940833864761117,3550308,3554805,5,2019,-46.64801282472266,-23.649919671153047
217,Ubatuba,-45.02394197020979,-23.381153304604023,3550308,3555406,6,2019,-46.64801282472266,-23.649919671153047
218,Valinhos,-46.98127531105423,-22.975115060730896,3550308,3556206,10,2019,-46.64801282472266,-23.649919671153047
219,Vargem Grande Paulista,-47.01470619446247,-23.62088479786333,3550308,3556453,9,2019,-46.64801282472266,-23.649919671153047
220,Várzea Paulista,-46.82490900472427,-23.2192705197253,3550308,3556503,4,2019,-46.64801282472266,-23.649919671153047
221,Vinhedo,-46.97920936449542,-23.046468671342836,3550308,3556701,9,2019,-46.64801282472266,-23.649919671153047
222,Votorantim,-47.4065319948454,-23.57987752687119,3550308,3557006,3,2019,-46.64801282472266,-23.649919671153047
223,Votuporanga,-49.989101851412556,-20.457809795713587,3550308,3557105,1,2019,-46.64801282472266,-23.649919671153047
224,Estiva Gerbi,-46.94307732520869,-22.23607029610319,3550308,3557303,1,2019,-46.64801282472266,-23.649919671153047
0,Águas de Lindóia,-46.60367121178706,-22.474822787904962,3550308,3500501,1,2018,-46.64801282472266,-23.649919671153047
1,Agudos,-49.108620124226654,-22.57195139685291,3550308,3500709,1,2018,-46.64801282472266,-23.649919671153047
2,Alfredo Marcondes,-51.39565037623529,-21.93497165929839,3550308,3500808,1,2018,-46.64801282472266,-23.649919671153047
3,Americana,-47.2891188408492,-22.723246167383053,3550308,3501608,13,2018,-46.64801282472266,-23.649919671153047
4,Analândia,-47.67795889580651,-22.12108196889653,3550308,3502002,1,2018,-46.64801282472266,-23.649919671153047
5,Andradina,-51.329677807700754,-20.835573971093773,3550308,3502101,1,2018,-46.64801282472266,-23.649919671153047
6,Aparecida,-45.237217802685805,-22.91418995651041,3550308,3502507,3,2018,-46.64801282472266,-23.649919671153047
7,Araçariguama,-47.07238162450464,-23.434425406359992,3550308,3502754,1,2018,-46.64801282472266,-23.649919671153047
8,Araçatuba,-50.574693106706164,-21.11370930039772,3550308,3502804,3,2018,-46.64801282472266,-23.649919671153047
9,Araçoiaba da Serra,-47.651524265696494,-23.543861775387263,3550308,3502903,1,2018,-46.64801282472266,-23.649919671153047
10,Araras,-47.32386422773424,-22.346150774958648,3550308,3503307,2,2018,-46.64801282472266,-23.649919671153047
11,Arujá,-46.319053390163845,-23.386015536859134,3550308,3503901,12,2018,-46.64801282472266,-23.649919671153047
12,Assis,-50.42075080213832,-22.601730011403326,3550308,3504008,3,2018,-46.64801282472266,-23.649919671153047
13,Atibaia,-46.58677388754247,-23.12324348170109,3550308,3504107,11,2018,-46.64801282472266,-23.649919671153047
14,Auriflama,-50.579971894616946,-20.6441131698234,3550308,3504206,1,2018,-46.64801282472266,-23.649919671153047
15,Avaí,-49.316184741776034,-22.18716903199592,3550308,3504305,1,2018,-46.64801282472266,-23.649919671153047
16,Avanhandava,-49.94732947323867,-21.460520166223347,3550308,3504404,1,2018,-46.64801282472266,-23.649919671153047
17,Avaré,-48.8940478058122,-23.075094130613078,3550308,3504503,5,2018,-46.64801282472266,-23.649919671153047
18,Bady Bassitt,-49.4376265952779,-20.931535059874154,3550308,3504602,1,2018,-46.64801282472266,-23.649919671153047
19,Balbinos,-49.33307976511567,-21.892410463390192,3550308,3504701,9,2018,-46.64801282472266,-23.649919671153047
20,Barretos,-48.65195782034379,-20.514148159791702,3550308,3505500,2,2018,-46.64801282472266,-23.649919671153047
21,Barueri,-46.87725087744116,-23.505281812372544,3550308,3505708,34,2018,-46.64801282472266,-23.649919671153047
22,Bauru,-49.12616934206203,-22.25395510503004,3550308,3506003,4,2018,-46.64801282472266,-23.649919671153047
23,Bebedouro,-48.51074780137159,-20.940429391672627,3550308,3506102,2,2018,-46.64801282472266,-23.649919671153047
24,Bilac,-50.47926678551185,-21.427778098914043,3550308,3506409,1,2018,-46.64801282472266,-23.649919671153047
25,Birigui,-50.35093089322343,-21.261560379695563,3550308,3506508,1,2018,-46.64801282472266,-23.649919671153047
26,Biritiba Mirim,-46.02132752940155,-23.624150185520097,3550308,3506607,2,2018,-46.64801282472266,-23.649919671153047
27,Boituva,-47.67496931948617,-23.28757773768226,3550308,3507001,8,2018,-46.64801282472266,-23.649919671153047
28,Bragança Paulista,-46.55595464061905,-22.938347627314194,3550308,3507605,9,2018,-46.64801282472266,-23.649919671153047
29,Brodowski,-47.6277853278987,-21.04952147059022,3550308,3507803,1,2018,-46.64801282472266,-23.649919671153047
30,Brotas,-48.08125456979454,-22.273271770713343,3550308,3507902,2,2018,-46.64801282472266,-23.649919671153047
31,Caçapava,-45.713328736350256,-23.10370837737954,3550308,3508504,2,2018,-46.64801282472266,-23.649919671153047
32,Cachoeira Paulista,-44.991708329783386,-22.70235469637352,3550308,3508603,1,2018,-46.64801282472266,-23.649919671153047
33,Cafelândia,-49.54858275219191,-21.73116352437703,3550308,3508801,1,2018,-46.64801282472266,-23.649919671153047
34,Caieiras,-46.74523573337271,-23.3759356157253,3550308,3509007,36,2018,-46.64801282472266,-23.649919671153047
35,Cajamar,-46.87203858058,-23.35142567355794,3550308,3509205,12,2018,-46.64801282472266,-23.649919671153047
36,Cajati,-48.195009354998604,-24.772029321199103,3550308,3509254,2,2018,-46.64801282472266,-23.649919671153047
37,Campinas,-47.04375762624352,-22.883748024009478,3550308,3509502,73,2018,-46.64801282472266,-23.649919671153047
38,Campo Limpo Paulista,-46.760058050276044,-23.21791588473313,3550308,3509601,1,2018,-46.64801282472266,-23.649919671153047
39,Campos do Jordão,-45.53303775304809,-22.70162709863829,3550308,3509700,2,2018,-46.64801282472266,-23.649919671153047
40,Capela do Alto,-47.730982846391846,-23.467380339583546,3550308,3510302,1,2018,-46.64801282472266,-23.649919671153047
41,Capivari,-47.47801600739543,-22.980707056232802,3550308,3510401,4,2018,-46.64801282472266,-23.649919671153047
42,Caraguatatuba,-45.48803863677825,-23.639671604649138,3550308,3510500,3,2018,-46.64801282472266,-23.649919671153047
43,Carapicuíba,-46.84192820034561,-23.550038720469413,3550308,3510609,30,2018,-46.64801282472266,-23.649919671153047
44,Casa Branca,-47.088133330720304,-21.800486353319958,3550308,3510807,2,2018,-46.64801282472266,-23.649919671153047
45,Catanduva,-48.963657788424115,-21.133758349557908,3550308,3511102,3,2018,-46.64801282472266,-23.649919671153047
46,Cedral,-49.26388477494728,-20.913887384472606,3550308,3511300,1,2018,-46.64801282472266,-23.649919671153047
47,Cerquilho,-47.757134786507685,-23.187120948060844,3550308,3511508,1,2018,-46.64801282472266,-23.649919671153047
48,Colômbia,-48.721751874458576,-20.26688116027681,3550308,3512100,1,2018,-46.64801282472266,-23.649919671153047
49,Conchas,-48.0471032570312,-22.96560959525965,3550308,3512308,2,2018,-46.64801282472266,-23.649919671153047
50,Cotia,-46.96048861125036,-23.675141701928688,3550308,3513009,64,2018,-46.64801282472266,-23.649919671153047
51,Cruzeiro,-45.00631441484788,-22.551424538902317,3550308,3513405,3,2018,-46.64801282472266,-23.649919671153047
52,Cubatão,-46.40818227896476,-23.86589797796975,3550308,3513504,2,2018,-46.64801282472266,-23.649919671153047
53,Cunha,-44.942009032125185,-23.052815011104865,3550308,3513603,1,2018,-46.64801282472266,-23.649919671153047
54,Diadema,-46.61142720184843,-23.69721190580781,3550308,3513801,259,2018,-46.64801282472266,-23.649919671153047
55,Dois Córregos,-48.34053029951587,-22.39582446893557,3550308,3514106,1,2018,-46.64801282472266,-23.649919671153047
56,Embu das Artes,-46.851514474237796,-23.65133405703435,3550308,3515004,68,2018,-46.64801282472266,-23.649919671153047
57,Embu-Guaçu,-46.830646567677206,-23.85428993443685,3550308,3515103,17,2018,-46.64801282472266,-23.649919671153047
58,Espírito Santo do Pinhal,-46.79333225956485,-22.192476112928734,3550308,3515186,1,2018,-46.64801282472266,-23.649919671153047
59,Ferraz de Vasconcelos,-46.373925169325936,-23.56103194417209,3550308,3515707,181,2018,-46.64801282472266,-23.649919671153047
60,Flórida Paulista,-51.17062632762573,-21.53991358014612,3550308,3516002,2,2018,-46.64801282472266,-23.649919671153047
61,Florínea,-50.695312839003066,-22.881211687081144,3550308,3516101,1,2018,-46.64801282472266,-23.649919671153047
62,Franca,-47.381096769743706,-20.555204779166154,3550308,3516200,7,2018,-46.64801282472266,-23.649919671153047
63,Francisco Morato,-46.723508549250326,-23.273710051410042,3550308,3516309,39,2018,-46.64801282472266,-23.649919671153047
64,Franco da Rocha,-46.73575747446041,-23.314176430155683,3550308,3516408,42,2018,-46.64801282472266,-23.649919671153047
65,Garça,-49.68962202255866,-22.231021890416713,3550308,3516705,1,2018,-46.64801282472266,-23.649919671153047
66,Getulina,-50.02797560603997,-21.783272402520694,3550308,3517000,2,2018,-46.64801282472266,-23.649919671153047
67,Guaíra,-48.36419971587354,-20.313994454261746,3550308,3517406,1,2018,-46.64801282472266,-23.649919671153047
68,Guararapes,-50.69510451530422,-21.28508304213003,3550308,3518206,1,2018,-46.64801282472266,-23.649919671153047
69,Guararema,-46.05858902782177,-23.427556081855016,3550308,3518305,3,2018,-46.64801282472266,-23.649919671153047
70,Guaratinguetá,-45.23295198574329,-22.79344881621547,3550308,3518404,2,2018,-46.64801282472266,-23.649919671153047
71,Guariba,-48.22655844091139,-21.395943757441273,3550308,3518602,1,2018,-46.64801282472266,-23.649919671153047
72,Guarujá,-46.23519806791123,-23.951243231174114,3550308,3518701,16,2018,-46.64801282472266,-23.649919671153047
73,Guarulhos,-46.45485485831944,-23.40268814883486,3550308,3518800,572,2018,-46.64801282472266,-23.649919671153047
74,Holambra,-47.06502828184245,-22.63029240507802,3550308,3519055,1,2018,-46.64801282472266,-23.649919671153047
75,Hortolândia,-47.20772231112622,-22.878425946002945,3550308,3519071,7,2018,-46.64801282472266,-23.649919671153047
76,Iaras,-49.10684134164564,-22.819115013414333,3550308,3519253,2,2018,-46.64801282472266,-23.649919671153047
77,Ibiúna,-47.21521653223562,-23.80232039840751,3550308,3519709,1,2018,-46.64801282472266,-23.649919671153047
78,Igaraçu do Tietê,-48.574555620181656,-22.541739001361734,3550308,3520004,1,2018,-46.64801282472266,-23.649919671153047
79,Indaiatuba,-47.20251172608479,-23.106060008772392,3550308,3520509,16,2018,-46.64801282472266,-23.649919671153047
80,Iperó,-47.629125750868255,-23.404479289518616,3550308,3521002,4,2018,-46.64801282472266,-23.649919671153047
81,Ipiguá,-49.4035329510167,-20.647976915762868,3550308,3521150,1,2018,-46.64801282472266,-23.649919671153047
82,Irapuru,-51.34645509388393,-21.484102975286003,3550308,3521606,1,2018,-46.64801282472266,-23.649919671153047
83,Itanhaém,-46.83450894278052,-24.092273913254438,3550308,3522109,3,2018,-46.64801282472266,-23.649919671153047
84,Itapecerica da Serra,-46.8588317970347,-23.737202164787504,3550308,3522208,79,2018,-46.64801282472266,-23.649919671153047
85,Itapetininga,-48.1232753187511,-23.6454678781323,3550308,3522307,1,2018,-46.64801282472266,-23.649919671153047
86,Itapevi,-46.96766672177536,-23.5509468526766,3550308,3522505,18,2018,-46.64801282472266,-23.649919671153047
87,Itapira,-46.77209229557334,-22.43194156769617,3550308,3522604,1,2018,-46.64801282472266,-23.649919671153047
88,Itaquaquecetuba,-46.33387948432194,-23.46146331282999,3550308,3523107,152,2018,-46.64801282472266,-23.649919671153047
89,Itararé,-49.30364955726617,-24.0804276667201,3550308,3523206,2,2018,-46.64801282472266,-23.649919671153047
90,Itatiba,-46.81430425681162,-23.006702173067453,3550308,3523404,7,2018,-46.64801282472266,-23.649919671153047
91,Itu,-47.28463985699062,-23.30713102042866,3550308,3523909,7,2018,-46.64801282472266,-23.649919671153047
92,Itupeva,-47.06838454449151,-23.146488435623322,3550308,3524006,3,2018,-46.64801282472266,-23.649919671153047
93,Jaborandi,-48.41596134399068,-20.649985777601035,3550308,3524204,1,2018,-46.64801282472266,-23.649919671153047
94,Jacareí,-45.99053343777902,-23.29887503807916,3550308,3524402,20,2018,-46.64801282472266,-23.649919671153047
95,Jacupiranga,-48.05381964634825,-24.777277715477428,3550308,3524600,1,2018,-46.64801282472266,-23.649919671153047
96,Jaguariúna,-47.01277985551017,-22.69197969951676,3550308,3524709,3,2018,-46.64801282472266,-23.649919671153047
97,Jandira,-46.89970648410938,-23.544141946950987,3550308,3525003,8,2018,-46.64801282472266,-23.649919671153047
98,Jaú,-48.556002510589295,-22.29605566339249,3550308,3525300,2,2018,-46.64801282472266,-23.649919671153047
99,Joanópolis,-46.20919048341198,-22.938824166382656,3550308,3525508,2,2018,-46.64801282472266,-23.649919671153047
100,Jundiaí,-46.91300651671142,-23.194589028833196,3550308,3525904,11,2018,-46.64801282472266,-23.649919671153047
101,Junqueirópolis,-51.435022552643915,-21.448802878557636,3550308,3526001,4,2018,-46.64801282472266,-23.649919671153047
102,Juquiá,-47.65223448516674,-24.21362093966143,3550308,3526100,1,2018,-46.64801282472266,-23.649919671153047
